Group_no,Group,Violation_no,Description,Restorative_Action_1,Restorative_Action_2,Restorative_Action_3,Restorative_Action_4,Restorative_Action_5,Restorative_Action_6,Restorative_Action_7,Restorative_Action_8,Restorative_Action_9,Consequence_1,Consequence_2,Consequence_3,Consequence_4,Consequence_5,Consequence_6,Consequence_7,Summary
6,Illegal and Most Seriously Disruptive Behavior,2,Intentionally causing or attempting to cause all or a portion of the CPS network to become inoperable,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,3,"Arson – knowingly damaging, by means of fire or explosive, a building and/or the personal property of others",None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,4,"Bomb threat – false indication that a bomb, or other explosive of any nature, is concealed in a place that would endanger human life if activated",None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,5,Robbery – taking personal property in the possession of another by use of force or by threatening the imminent use of force,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,6,"Sale, distribution, or intent to sell or distribute alcohol, illegal drugs, narcotics, controlled substances, “look-alikes”27 of such substances, contraband,28 or any other substance used for the purpose of intoxication, or repeated violation of Behavior 5-17",None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,7,Sex acts which include the use of force,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,8,"Aggravated battery (battery that causes great harm, is done with a deadly weapon, is done by a person who conceals his/her identity, or the use of physical force against school personnel) or aiding and abetting in the commission of an aggravated battery",None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,9,Murder – killing an individual without legal justification,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,10,Attempted murder – an act that constitutes a substantial step toward intended commission of murder,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,11,Kidnapping – secret confinement of another against his/her will or transportation of another by forceExecutive Officer or designee. A student who is recommended foror deceit from one place to another with the intent to secretly confine,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
6,Illegal and Most Seriously Disruptive Behavior,12,"Theft (obtaining or exerting unauthorized control over) or possession (physical control over, including in clothing, lockers, or bags) of stolen property that costs more than $1,000",None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,None suggested.,A student shall be suspended for five days. A student may be suspended for six to ten days and/or referred for expulsion at the principal’s election with written justification for the six to ten day suspension and/or referral for expulsion submitted in IMPACT Verify. Safe Schools Alternative Program placement may be recommended for the period of the expulsion. The student may also be disciplinarily reassigned by the Network Chief instead of being referred for expulsion.,"When a student in the sixth grade or above is referred for expulsion, the hearing officer may instead recommend that the student attend the Board-sponsored SMART program if the student’s behavior does not require expulsion and the student is likely to benefit from remediation. The Saturday Morning Alternative Reach-Out and Teach Program (SMART) is a comprehensive and integrated eight-session Saturday morning program with an additional community service requirement. The SMART program provides students with character building and conflict resolution skills as well as prevention, intervention, referral and support services for the amelioration of alcohol- or drug-related problems and inappropriate behavior in general. An adult representative is also required to attend two Saturday program meetings.","A recommendation to SMART is subject to approval by the Chief Executive Officer or designee. A student who is recommended forfails to successfully complete the program shall be expelled for offenses involving the improper use of the CPS network or information technology devices, network privileges may be revoked for up to two years, in addition to other disciplinary actions available.","Following a period of suspension or expulsion, balanced and restorative justice practices may be used to help reintegrate a student into the school community (see Additional Resources section). For Group 5 behaviors, balanced and restorative justice practices may only be used in addition to, not in place of, suspension and discretionary referral for expulsion.",,,,"Behavior that disrupts the safe, respectful and productive learning environments that contribute to student success. A student shall be suspended for five days. A student may be suspended for six to ten days at the principal’s election with written justification for the six to ten day suspension submitted in IMPACT verify. A student shall be referred for expulsion for a period of at least one calendar year or as modified on a case-by-case review by the Chief Executive Officer or designee. Safe Schools Alternative Program may be recommended for the period of expulsion"
